科目番号,科目名,,単位数,,,,,,,,,,,,,,,
31JB052,English Presentation Skills I,,1.0,,,,,,,,,,,,,,,
31JB062,English Presentation Skills I,,1.0,,,,,,,,,,,,,,,
31JB072,English Presentation Skills I,,1.0,,,,,,,,,,,,,,,
31JB082,English Presentation Skills I,,1.0,,,,,,,,,,,,,,,
31JB092,English Presentation Skills I,,1.0,,,,,,,,,,,,,,,
31JB102,English Presentation Skills I,,1.0,,,,,,,,,,,,,,,
31JB112,English Presentation Skills I,,1.0,,,,,,,,,,,,,,,
31JB122,English Presentation Skills I,,1.0,,,,,,,,,,,,,,,
31JC012,English Presentation Skills I,,1.0,,,,,,,,,,,,,,,
31JC022,English Presentation Skills I,,1.0,,,,,,,,,,,,,,,
31JC032,English Presentation Skills I,,1.0,,,,,,,,,,,,,,,
31JC042,English Presentation Skills I,,1.0,,,,,,,,,,,,,,,
31JC052,English Presentation Skills I,,1.0,,,,,,,,,,,,,,,
31JC062,English Presentation Skills I,,1.0,,,,,,,,,,,,,,,
31JC072,English Presentation Skills I,,1.0,,,,,,,,,,,,,,,
31JC082,English Presentation Skills I,,1.0,,,,,,,,,,,,,,,
31JC092,English Presentation Skills I,,1.0,,,,,,,,,,,,,,,
31JC102,English Presentation Skills I,,1.0,,,,,,,,,,,,,,,
31JC112,English Presentation Skills I,,1.0,,,,,,,,,,,,,,,
31JC122,English Presentation Skills I,,1.0,,,,,,,,,,,,,,,
31JE012,English Presentation Skills I,,1.0,,,,,,,,,,,,,,,
31JE022,English Presentation Skills I,,1.0,,,,,,,,,,,,,,,
31JE032,English Presentation Skills I,,1.0,,,,,,,,,,,,,,,
31JE042,English Presentation Skills I,,1.0,,,,,,,,,,,,,,,
31JE052,English Presentation Skills I,,1.0,,,,,,,,,,,,,,,
31JE062,English Presentation Skills I,,1.0,,,,,,,,,,,,,,,
31JE072,English Presentation Skills I,,1.0,,,,,,,,,,,,,,,
31JE082,English Presentation Skills I,,1.0,,,,,,,,,,,,,,,
31JE092,English Presentation Skills I,,1.0,,,,,,,,,,,,,,,
31JE102,English Presentation Skills I,,1.0,,,,,,,,,,,,,,,
31JE112,English Presentation Skills I,,1.0,,,,,,,,,,,,,,,
31JE122,English Presentation Skills I,,1.0,,,,,,,,,,,,,,,
31JF012,English Presentation Skills I,,1.0,,,,,,,,,,,,,,,
31JF022,English Presentation Skills I,,1.0,,,,,,,,,,,,,,,
31JF032,English Presentation Skills I,,1.0,,,,,,,,,,,,,,,
31JF042,English Presentation Skills I,,1.0,,,,,,,,,,,,,,,
31JF052,English Presentation Skills I,,1.0,,,,,,,,,,,,,,,
31JF062,English Presentation Skills I,,1.0,,,,,,,,,,,,,,,
31JF072,English Presentation Skills I,,1.0,,,,,,,,,,,,,,,
31JF082,English Presentation Skills I,,1.0,,,,,,,,,,,,,,,
31JF092,English Presentation Skills I,,1.0,,,,,,,,,,,,,,,
31JF102,English Presentation Skills I,,1.0,,,,,,,,,,,,,,,
31JF112,English Presentation Skills I,,1.0,,,,,,,,,,,,,,,
31JF122,English Presentation Skills I,,1.0,,,,,,,,,,,,,,,
31JG012,English Presentation Skills I,,1.0,,,,,,,,,,,,,,,
31JG022,English Presentation Skills I,,1.0,,,,,,,,,,,,,,,
31JG032,English Presentation Skills I,,1.0,,,,,,,,,,,,,,,
31JG042,English Presentation Skills I,,1.0,,,,,,,,,,,,,,,
31JG052,English Presentation Skills I,,1.0,,,,,,,,,,,,,,,
31JG062,English Presentation Skills I,,1.0,,,,,,,,,,,,,,,
31JG072,English Presentation Skills I,,1.0,,,,,,,,,,,,,,,
31JG082,English Presentation Skills I,,1.0,,,,,,,,,,,,,,,
31JG092,English Presentation Skills I,,1.0,,,,,,,,,,,,,,,
31JG102,English Presentation Skills I,,1.0,,,,,,,,,,,,,,,
31JG112,English Presentation Skills I,,1.0,,,,,,,,,,,,,,,
31JG122,English Presentation Skills I,,1.0,,,,,,,,,,,,,,,
31JH012,English Presentation Skills I,,1.0,,,,,,,,,,,,,,,
31JH022,English Presentation Skills I,,1.0,,,,,,,,,,,,,,,
31JH032,English Presentation Skills I,,1.0,,,,,,,,,,,,,,,
31KA012,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KA022,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KA032,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KA042,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KA052,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KA062,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KA072,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KA082,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KA092,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KA102,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KA112,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KA122,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KB012,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KB022,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KB032,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KB042,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KB052,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KB062,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KB072,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KB082,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KB092,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KB102,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KB112,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KB122,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KC012,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KC022,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KC032,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KC042,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KC052,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KC062,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KC072,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KC082,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KC092,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KC102,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KC112,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KC122,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KE012,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KE022,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KE032,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KE042,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KE052,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KE062,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KE072,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KE082,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KE092,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KE102,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KE112,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KE122,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KF012,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KF022,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KF032,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KF042,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KF052,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KF062,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KF072,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KF082,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KF092,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KF102,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KF112,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KF122,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KG012,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KG022,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KG032,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KG042,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KG052,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KG062,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KG072,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KG082,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KG092,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KG102,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KG112,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KG122,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KH012,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KH022,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31KH032,English Reading Skills II,,1.0,,,,,,,,,,,,,,,
31LA012,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LA022,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LA032,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LA042,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LA052,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LA062,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LA072,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LA082,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LA092,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LA102,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LA112,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LA122,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LB012,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LB022,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LB032,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LB042,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LB052,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LB062,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LB072,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LB082,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LB092,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LB102,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LB112,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LB122,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LC012,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LC022,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LC032,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LC042,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LC052,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LC062,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LC072,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LC082,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LC092,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LC102,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LC112,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LC122,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LE012,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LE022,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LE032,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LE042,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LE052,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LE062,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LE072,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LE082,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LE092,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LE102,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LE112,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LE122,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LF012,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LF022,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LF032,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LF042,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LF052,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LF062,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LF072,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LF082,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LF092,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LF102,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LF112,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LF122,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LG012,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LG022,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LG032,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LG042,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LG052,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LG062,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LG072,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LG082,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LG092,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LG102,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LG112,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LG122,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LH012,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LH022,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
31LH032,English Presentation Skills II,,1.0,,,,,,,,,,,,,,,
3251112,ドイツ語圏の言語と文化A,,1.0,,,,,,,,,,,,,,,
3251122,ドイツ語圏の言語と文化A,,1.0,,,,,,,,,,,,,,,
3251132,ドイツ語圏の言語と文化A,,1.0,,,,,,,,,,,,,,,
3251142,ドイツ語圏の言語と文化A,,1.0,,,,,,,,,,,,,,,
3251212,ドイツ語圏の言語と文化A,,1.0,,,,,,,,,,,,,,,
3251412,ドイツ語圏の言語と文化A,,1.0,,,,,,,,,,,,,,,
3251622,Language and Culture A (German) (ドイツ語圏の言語と文化A),,1.0,,,,,,,,,,,,,,,
3254112,ドイツ語圏の言語と文化B,,1.0,,,,,,,,,,,,,,,
3254122,ドイツ語圏の言語と文化B,,1.0,,,,,,,,,,,,,,,
3254132,ドイツ語圏の言語と文化B,,1.0,,,,,,,,,,,,,,,
3254212,ドイツ語圏の言語と文化B,,1.0,,,,,,,,,,,,,,,
3254412,ドイツ語圏の言語と文化B,,1.0,,,,,,,,,,,,,,,
3260012,応用ドイツ語講読A,,1.0,,,,,,,,,,,,,,,
3261012,応用ドイツ語作文A,,1.0,,,,,,,,,,,,,,,
3262012,応用ドイツ語会話A,,1.0,,,,,,,,,,,,,,,
3265012,応用ドイツ語講読B,,1.0,,,,,,,,,,,,,,,
3266012,応用ドイツ語作文B,,1.0,,,,,,,,,,,,,,,
3267012,応用ドイツ語会話B,,1.0,,,,,,,,,,,,,,,
32H1012,基礎ドイツ語AI,,1.0,,,,,,,,,,,,,,,
32H1022,基礎ドイツ語AI,,1.0,,,,,,,,,,,,,,,
32H1032,基礎ドイツ語AI,,1.0,,,,,,,,,,,,,,,
32H1042,基礎ドイツ語AI,,1.0,,,,,,,,,,,,,,,
32H2012,基礎ドイツ語AI,,1.0,,,,,,,,,,,,,,,
32H2022,基礎ドイツ語AI,,1.0,,,,,,,,,,,,,,,
32H3012,基礎ドイツ語AI,,1.0,,,,,,,,,,,,,,,
32H3022,基礎ドイツ語AI,,1.0,,,,,,,,,,,,,,,
32H4012,基礎ドイツ語AI,,1.0,,,,,,,,,,,,,,,
32H5012,基礎ドイツ語AI,,1.0,,,,,,,,,,,,,,,
32H5022,基礎ドイツ語AI,,1.0,,,,,,,,,,,,,,,
32H6012,基礎ドイツ語AI,,1.0,,,,,,,,,,,,,,,
32H6022,基礎ドイツ語AI,,1.0,,,,,,,,,,,,,,,
32H7022,Basic German AI (基礎ドイツ語AI),,1.0,,,,,,,,,,,,,,,
32J1012,基礎ドイツ語BI,,1.0,,,,,,,,,,,,,,,
32J1022,基礎ドイツ語BI,,1.0,,,,,,,,,,,,,,,
32J1032,基礎ドイツ語BI,,1.0,,,,,,,,,,,,,,,
32J2012,基礎ドイツ語BI,,1.0,,,,,,,,,,,,,,,
32J2022,基礎ドイツ語BI,,1.0,,,,,,,,,,,,,,,
32J3012,基礎ドイツ語BI,,1.0,,,,,,,,,,,,,,,
32J3022,基礎ドイツ語BI,,1.0,,,,,,,,,,,,,,,
32J4012,基礎ドイツ語BI,,1.0,,,,,,,,,,,,,,,
32J5012,基礎ドイツ語BI,,1.0,,,,,,,,,,,,,,,
32J5022,基礎ドイツ語BI,,1.0,,,,,,,,,,,,,,,
32J6012,基礎ドイツ語BI,,1.0,,,,,,,,,,,,,,,
32J7022,Basic German BI (基礎ドイツ語BI),,1.0,,,,,,,,,,,,,,,
32K1012,基礎ドイツ語AII,,1.0,,,,,,,,,,,,,,,
32K1022,基礎ドイツ語AII,,1.0,,,,,,,,,,,,,,,
32K1032,基礎ドイツ語AII,,1.0,,,,,,,,,,,,,,,
32K1042,基礎ドイツ語AII,,1.0,,,,,,,,,,,,,,,
32K2012,基礎ドイツ語AII,,1.0,,,,,,,,,,,,,,,
32K2022,基礎ドイツ語AII,,1.0,,,,,,,,,,,,,,,
32K3012,基礎ドイツ語AII,,1.0,,,,,,,,,,,,,,,
32K3022,基礎ドイツ語AII,,1.0,,,,,,,,,,,,,,,
32K4012,基礎ドイツ語AII,,1.0,,,,,,,,,,,,,,,
32K5012,基礎ドイツ語AII,,1.0,,,,,,,,,,,,,,,
32K5022,基礎ドイツ語AII,,1.0,,,,,,,,,,,,,,,
32K6012,基礎ドイツ語AII,,1.0,,,,,,,,,,,,,,,
32K6022,基礎ドイツ語AII,,1.0,,,,,,,,,,,,,,,
32K7022,Basic German AII (基礎ドイツ語AII),,1.0,,,,,,,,,,,,,,,
32L1012,基礎ドイツ語BII,,1.0,,,,,,,,,,,,,,,
32L1022,基礎ドイツ語BII,,1.0,,,,,,,,,,,,,,,
32L1032,基礎ドイツ語BII,,1.0,,,,,,,,,,,,,,,
32L2012,基礎ドイツ語BII,,1.0,,,,,,,,,,,,,,,
32L2022,基礎ドイツ語BII,,1.0,,,,,,,,,,,,,,,
32L3012,基礎ドイツ語BII,,1.0,,,,,,,,,,,,,,,
32L3022,基礎ドイツ語BII,,1.0,,,,,,,,,,,,,,,
32L4012,基礎ドイツ語BII,,1.0,,,,,,,,,,,,,,,
32L5012,基礎ドイツ語BII,,1.0,,,,,,,,,,,,,,,
32L6012,基礎ドイツ語BII,,1.0,,,,,,,,,,,,,,,
3351112,フランス語圏の言語と文化A,,1.0,,,,,,,,,,,,,,,
3351212,フランス語圏の言語と文化A,,1.0,,,,,,,,,,,,,,,
3351222,フランス語圏の言語と文化A,,1.0,,,,,,,,,,,,,,,
3351612,フランス語圏の言語と文化A,,1.0,,,,,,,,,,,,,,,
3351622,フランス語圏の言語と文化A,,1.0,,,,,,,,,,,,,,,
3351632,フランス語圏の言語と文化A,,1.0,,,,,,,,,,,,,,,
3354112,フランス語圏の言語と文化B,,1.0,,,,,,,,,,,,,,,
3354212,フランス語圏の言語と文化B,,1.0,,,,,,,,,,,,,,,
3354222,フランス語圏の言語と文化B,,1.0,,,,,,,,,,,,,,,
3354612,フランス語圏の言語と文化B,,1.0,,,,,,,,,,,,,,,
3354622,フランス語圏の言語と文化B,,1.0,,,,,,,,,,,,,,,
3354632,フランス語圏の言語と文化B,,1.0,,,,,,,,,,,,,,,
3360012,応用フランス語講読A,,1.0,,,,,,,,,,,,,,,
3360022,応用フランス語講読A,,1.0,,,,,,,,,,,,,,,
3361012,応用フランス語作文A,,1.0,,,,,,,,,,,,,,,
3361022,応用フランス語作文A,,1.0,,,,,,,,,,,,,,,
3361032,応用フランス語作文A,,1.0,,,,,,,,,,,,,,,
3362012,応用フランス語会話A,,1.0,,,,,,,,,,,,,,,
3362022,応用フランス語会話A,,1.0,,,,,,,,,,,,,,,
3362032,応用フランス語会話A,,1.0,,,,,,,,,,,,,,,
3365012,応用フランス語講読B,,1.0,,,,,,,,,,,,,,,
3366012,応用フランス語作文B,,1.0,,,,,,,,,,,,,,,
3366022,応用フランス語作文B,,1.0,,,,,,,,,,,,,,,
3366032,応用フランス語作文B,,1.0,,,,,,,,,,,,,,,
3367012,応用フランス語会話B,,1.0,,,,,,,,,,,,,,,
3367022,応用フランス語会話B,,1.0,,,,,,,,,,,,,,,
3367032,応用フランス語会話B,,1.0,,,,,,,,,,,,,,,
33H1012,基礎フランス語AI,,1.0,,,,,,,,,,,,,,,
33H1022,基礎フランス語AI,,1.0,,,,,,,,,,,,,,,
33H2012,基礎フランス語AI,,1.0,,,,,,,,,,,,,,,
33H2022,基礎フランス語AI,,1.0,,,,,,,,,,,,,,,
33H3012,基礎フランス語AI,,1.0,,,,,,,,,,,,,,,
33H4012,基礎フランス語AI,,1.0,,,,,,,,,,,,,,,
33H5012,基礎フランス語AI,,1.0,,,,,,,,,,,,,,,
33H5022,基礎フランス語AI,,1.0,,,,,,,,,,,,,,,
33H6012,基礎フランス語AI,,1.0,,,,,,,,,,,,,,,
33H6022,基礎フランス語AI,,1.0,,,,,,,,,,,,,,,
33H7012,基礎フランス語AI,,1.0,,,,,,,,,,,,,,,
33J1012,基礎フランス語BI,,1.0,,,,,,,,,,,,,,,
33J2012,基礎フランス語BI,,1.0,,,,,,,,,,,,,,,
33J3012,基礎フランス語BI,,1.0,,,,,,,,,,,,,,,
33J4012,基礎フランス語BI,,1.0,,,,,,,,,,,,,,,
33J5012,基礎フランス語BI,,1.0,,,,,,,,,,,,,,,
33J5022,基礎フランス語BI,,1.0,,,,,,,,,,,,,,,
33J6012,基礎フランス語BI,,1.0,,,,,,,,,,,,,,,
33J6022,基礎フランス語BI,,1.0,,,,,,,,,,,,,,,
33J7012,基礎フランス語BI,,1.0,,,,,,,,,,,,,,,
33K1012,基礎フランス語AII,,1.0,,,,,,,,,,,,,,,
33K1022,基礎フランス語AII,,1.0,,,,,,,,,,,,,,,
33K2012,基礎フランス語AII,,1.0,,,,,,,,,,,,,,,
33K2022,基礎フランス語AII,,1.0,,,,,,,,,,,,,,,
33K3012,基礎フランス語AII,,1.0,,,,,,,,,,,,,,,
33K4012,基礎フランス語AII,,1.0,,,,,,,,,,,,,,,
33K5012,基礎フランス語AII,,1.0,,,,,,,,,,,,,,,
33K5022,基礎フランス語AII,,1.0,,,,,,,,,,,,,,,
33K6012,基礎フランス語AII,,1.0,,,,,,,,,,,,,,,
33K6022,基礎フランス語AII,,1.0,,,,,,,,,,,,,,,
33L1012,基礎フランス語BII,,1.0,,,,,,,,,,,,,,,
33L2012,基礎フランス語BII,,1.0,,,,,,,,,,,,,,,
33L3012,基礎フランス語BII,,1.0,,,,,,,,,,,,,,,
33L4012,基礎フランス語BII,,1.0,,,,,,,,,,,,,,,
33L5012,基礎フランス語BII,,1.0,,,,,,,,,,,,,,,
33L5022,基礎フランス語BII,,1.0,,,,,,,,,,,,,,,
33L6012,基礎フランス語BII,,1.0,,,,,,,,,,,,,,,
33L6022,基礎フランス語BII,,1.0,,,,,,,,,,,,,,,
3451112,中国語圏の言語と文化A,,1.0,,,,,,,,,,,,,,,
3451122,中国語圏の言語と文化A,,1.0,,,,,,,,,,,,,,,
3451132,中国語圏の言語と文化A,,1.0,,,,,,,,,,,,,,,
3451212,中国語圏の言語と文化A,,1.0,,,,,,,,,,,,,,,
3451412,中国語圏の言語と文化A,,1.0,,,,,,,,,,,,,,,
3451422,中国語圏の言語と文化A,,1.0,,,,,,,,,,,,,,,
3454112,中国語圏の言語と文化B,,1.0,,,,,,,,,,,,,,,
3454122,中国語圏の言語と文化B,,1.0,,,,,,,,,,,,,,,
3454132,中国語圏の言語と文化B,,1.0,,,,,,,,,,,,,,,
3454212,中国語圏の言語と文化B,,1.0,,,,,,,,,,,,,,,
3454412,中国語圏の言語と文化B,,1.0,,,,,,,,,,,,,,,
3454422,中国語圏の言語と文化B,,1.0,,,,,,,,,,,,,,,
3460012,応用中国語講読(1)A,,1.0,,,,,,,,,,,,,,,
3460022,応用中国語講読(2)A,,1.0,,,,,,,,,,,,,,,
3460032,応用中国語講読(3)A,,1.0,,,,,,,,,,,,,,,
3461012,応用中国語作文(1)A,,1.0,,,,,,,,,,,,,,,
3461022,応用中国語作文(2)A,,1.0,,,,,,,,,,,,,,,
3461032,応用中国語作文(3)A,,1.0,,,,,,,,,,,,,,,
3462012,応用中国語会話(1)A,,1.0,,,,,,,,,,,,,,,
3462022,応用中国語会話(2)A,,1.0,,,,,,,,,,,,,,,
3462032,応用中国語会話(3)A,,1.0,,,,,,,,,,,,,,,
3465012,応用中国語講読(1)B,,1.0,,,,,,,,,,,,,,,
3465022,応用中国語講読(2)B,,1.0,,,,,,,,,,,,,,,
3465032,応用中国語講読(3)B,,1.0,,,,,,,,,,,,,,,
3466012,応用中国語作文(1)B,,1.0,,,,,,,,,,,,,,,
3466022,応用中国語作文(2)B,,1.0,,,,,,,,,,,,,,,
3466032,応用中国語作文(3)B,,1.0,,,,,,,,,,,,,,,
3467012,応用中国語会話(1)B,,1.0,,,,,,,,,,,,,,,
3467022,応用中国語会話(2)B,,1.0,,,,,,,,,,,,,,,
3467032,応用中国語会話(3)B,,1.0,,,,,,,,,,,,,,,
34H1012,基礎中国語AI,,1.0,,,,,,,,,,,,,,,
34H1022,基礎中国語AI,,1.0,,,,,,,,,,,,,,,
34H1032,基礎中国語AI,,1.0,,,,,,,,,,,,,,,
34H2012,基礎中国語AI,,1.0,,,,,,,,,,,,,,,
